Fecha,flujo_total,carga_hidraulica,solidos_prom,densidad_prom,dosis_modelada
2024-01-01 00:00:00,417.01075744628906,0.20413478929664686,61.40178899239361,1.8927830060323079,0.9058653420773094
2024-01-01 01:00:00,425.6546936035156,0.20836616235990982,61.43535163611585,1.8939589659372966,0.9223683965411983
2024-01-01 02:00:00,421.02967834472656,0.20610212840278033,61.087130134004816,1.8841644525527954,0.9129290165391636
2024-01-01 03:00:00,423.891357421875,0.20750297537139495,61.96770370537491,1.9089723030726116,0.9199741529516593
2024-01-01 04:00:00,399.11131286621094,0.19537266677909554,59.47861182869667,1.8428553342819214,0.8679666176271889
2024-01-01 05:00:00,423.98260498046875,0.20754764280698207,54.56486797773706,1.7469652891159058,0.9031337369016716
2024-01-01 06:00:00,417.2912139892578,0.20427207817057516,61.276251035628114,1.889459530512492,0.9061554040070778
2024-01-01 07:00:00,426.5845642089844,0.20882135191253173,61.561058531351044,1.8974418640136719,0.9243714263915823
2024-01-01 08:00:00,427.737548828125,0.20938576006768794,61.62727988923316,1.8992492357889812,0.9266914874948582
2024-01-01 09:00:00,416.62164306640625,0.20394431032090987,61.68118955926508,1.900657852490743,0.9056304614922727
2024-01-01 10:00:00,418.0135803222656,0.204625690389326,62.269080335471756,1.9172556002934773,0.9093437082503246
2024-01-01 11:00:00,437.602927646754,0.21421505281496633,63.949487786531,1.9683940013249714,0.9493981554160574
2024-01-01 12:00:00,413.5195007324219,0.20242575196142276,63.84833999518266,1.9647668997446697,0.9034145703604504
2024-01-01 13:00:00,422.5931721126101,0.2068674886846782,41.34177590855406,1.604733904202779,0.8587222860636541
2024-01-01 14:00:00,402.74815368652344,0.19715297033554652,41.279206979280744,1.6030660072962444,0.8208120880886064
2024-01-01 15:00:00,404.5783233642578,0.19804887360631415,41.32522028181959,1.6044793923695881,0.8243714902228532
2024-01-01 16:00:00,433.4944763183594,0.2122038868407519,41.44413318392228,1.6076595385869343,0.8796631288816048
2024-01-01 17:00:00,425.0639205381095,0.20807696757758015,61.50269164543601,1.8964348634084063,0.9213207286006068
2024-01-01 18:00:00,385.98877389090404,0.18894893146548955,62.00806789082364,1.9092603921890259,0.8479377059689289
2024-01-01 19:00:00,400.86061096191406,0.19622898185444315,62.05500018003816,1.910392165184021,0.8763568757634114
2024-01-01 20:00:00,387.4821014404297,0.18967994403346283,62.04158311291848,1.9098014434178667,0.8508732473345141
2024-01-01 21:00:00,391.9505615234375,0.1918673412198358,59.118645099321405,1.8328249057133992,0.853669986079808
2024-01-01 22:00:00,378.83299255371094,0.18544603881958716,58.311200303718465,1.8142751455307007,0.8269033114705077
2024-01-01 23:00:00,384.10986328124994,0.18802916857074367,56.88831377094109,1.7861745357513428,0.833446546072669
2024-01-02 00:00:00,406.0221252441406,0.1987556424060949,62.04050984735619,1.910041093826294,0.8861549066978877
2024-01-02 01:00:00,375.00816345214844,0.18357371138246173,61.7582580164846,1.9019378423690796,0.8265973915484198
2024-01-02 02:00:00,386.3004608154297,0.18910150821208047,61.83156892503843,1.9040025075276692,0.8482334331240076
2024-01-02 03:00:00,381.80604553222656,0.1869014054558189,62.27081069191602,1.9163354237874348,0.8404742736251118
2024-01-02 04:00:00,388.18280029296875,0.19002294960362942,61.62971840344338,1.897742787996928,0.8514963328756951
2024-01-02 05:00:00,388.0795123616203,0.18997238817391518,58.07244099206209,1.8116862376530964,0.8437582833842735
2024-01-02 06:00:00,381.8143005371093,0.18690544643954005,54.239894640123076,1.745133678118388,0.8216805329453505
2024-01-02 07:00:00,405.8036193847656,0.19864867958375249,53.539758768940715,1.7350939114888508,0.8653442417107825
2024-01-02 08:00:00,377.7035217285156,0.1848931411189861,60.48995517819154,1.868147651354472,0.8292814266641395
2024-01-02 09:00:00,434.1255798339844,0.21251282415444475,59.11094773217386,1.8366472721099851,0.9336547332780619
2024-01-02 10:00:00,421.7520446777344,0.20645574062153116,63.31827797456388,1.946519176165263,0.9183868278186912
2024-01-02 11:00:00,436.5984649658203,0.2137233490062099,61.1014398548105,1.8847320874532063,0.9425887822947175
2024-01-02 12:00:00,436.6869659423828,0.2137666719370469,60.58519054022008,1.8735114336013794,0.941564830273204
2024-01-02 13:00:00,377.1551055908203,0.18462468086774253,62.96290688082862,1.9353622198104858,0.8329085074386742
2024-01-02 14:00:00,373.11207580566406,0.18264553999769137,63.8518197490356,1.9623184204101562,0.8266726974919664
2024-01-02 15:00:00,372.70008850097656,0.18244386428517426,63.09910587651118,1.9394113222757976,0.8246555693046883
2024-01-02 16:00:00,369.4941711425781,0.18087450605454536,63.98638858414802,1.966495235761007,0.8199974372786062
2024-01-02 17:00:00,362.85008239746094,0.17762209677772375,63.73857461751721,1.9588710864384968,0.8069461342075431
2024-01-02 18:00:00,397.27687072753906,0.1944746720564944,62.078734978789065,1.9101543823877973,0.8696456931065548
2024-01-02 19:00:00,369.7581481933594,0.181003727899973,63.351518144491735,1.9472484985987346,0.8194547499857348
2024-01-02 20:00:00,342.7790887750731,0.16779695922210996,63.43605491949965,1.9499123493830364,0.7682118058955026
2024-01-02 21:00:00,378.3190612792969,0.18519445957242833,62.06572271447131,1.9098985592524211,0.8335135227372745
2024-01-02 22:00:00,373.05470275878906,0.18261745478735567,58.79845035443295,1.8238016764322917,0.8171078464487849
2024-01-02 23:00:00,359.2816162109375,0.1758752639200798,59.120799721789844,1.8316919008890789,0.791556983600326
2024-01-03 00:00:00,336.9890899658203,0.1649626434020753,57.00409342523466,1.7857214609781902,0.7442147466671452
